,panel_name,image_name,lebel,time,LUX,TEMP (Celcius),power
101,d-2-7-2,d-2-7-2.jpg,1,2,3723,28.7,50.4108
102,d-2-7-3,d-2-7-3.jpg,1,2,3723,28.7,50.4108
103,d-2-7-4,d-2-7-4.jpg,1,2,3723,28.7,50.4108
104,d-2-9-1,d-2-9-1.jpg,1,2,3534,30.3,48.8638
105,d-2-9-2,d-2-9-2.jpg,1,2,3534,30.3,48.8638
106,d-2-9-3,d-2-9-3.jpg,1,2,3534,30.3,48.8638
107,d-2-9-4,d-2-9-4.jpg,1,2,3534,30.3,48.8638
108,d-2-11-1,d-2-11-1.jpg,1,2,3060,31.2,45.5679
109,d-2-11-2,d-2-11-2.jpg,1,2,3060,31.2,45.5679
110,d-2-11-3,d-2-11-3.jpg,1,2,3060,31.2,45.5679
111,d-2-11-4,d-2-11-4.jpg,1,2,3060,31.2,45.5679
112,d-2-12-1,d-2-12-1.jpg,1,2,2903,32.4,44.0664
113,d-2-12-2,d-2-12-2.jpg,1,2,2903,32.4,44.0664
114,d-2-12-3,d-2-12-3.jpg,1,2,2903,32.4,44.0664
115,d-2-12-4,d-2-12-4.jpg,1,2,2903,32.4,44.0664
116,d-2-16-1,d-2-16-1.jpg,1,2,3312,32.9,52.3152
117,d-2-16-2,d-2-16-2.jpg,1,2,3312,32.9,52.3152
118,d-2-16-3,d-2-16-3.jpg,1,2,3312,32.9,52.3152
119,d-2-16-4,d-2-16-4.jpg,1,2,3312,32.9,52.3152
120,d-2-20-1,d-2-20-1.jpg,1,2,3175,33.3,49.8932
121,d-2-20-2,d-2-20-2.jpg,1,2,3175,33.3,49.8932
122,d-2-20-3,d-2-20-3.jpg,1,2,3175,33.3,49.8932
123,d-2-20-4,d-2-20-4.jpg,1,2,3175,33.3,49.8932
124,d-2-21-1,d-2-21-1.jpg,1,2,3155,33.5,50.529
125,d-2-21-2,d-2-21-2.jpg,1,2,3155,33.5,50.529
126,d-2-21-3,d-2-21-3.jpg,1,2,3155,33.5,50.529
127,d-2-21-4,d-2-21-4.jpg,1,2,3155,33.5,50.529
128,d-2-26-1,d-2-26-1.jpg,1,2,3719,33.8,62.1232
129,d-2-26-2,d-2-26-2.jpg,1,2,3719,33.8,62.1232
130,d-2-26-3,d-2-26-3.jpg,1,2,3719,33.8,62.1232
131,d-2-26-4,d-2-26-4.jpg,1,2,3719,33.8,62.1232
132,d-2-27-1,d-2-27-1.jpg,1,2,3439,33.7,50.2389
133,d-2-27-2,d-2-27-2.jpg,1,2,3439,33.7,50.2389
134,d-2-27-3,d-2-27-3.jpg,1,2,3439,33.7,50.2389
135,d-2-27-4,d-2-27-4.jpg,1,2,3439,33.7,50.2389
136,d-2-28-1,d-2-28-1.jpg,1,2,3283,33,48.8631
137,d-2-28-2,d-2-28-2.jpg,1,2,3283,33,48.8631
138,d-2-28-3,d-2-28-3.jpg,1,2,3283,33,48.8631
139,d-2-28-4,d-2-28-4.jpg,1,2,3283,33,48.8631
140,d-2-29-1,d-2-29-1.jpg,1,2,3636,32.5,57.4825
141,d-2-29-2,d-2-29-2.jpg,1,2,3636,32.5,57.4825
142,d-2-29-3,d-2-29-3.jpg,1,2,3636,32.5,57.4825
143,d-2-29-4,d-2-29-4.jpg,1,2,3636,32.5,57.4825
144,d-2-30-1,d-2-30-1.jpg,1,2,3516,32.2,50.752
145,d-2-30-2,d-2-30-2.jpg,1,2,3516,32.2,50.752
146,d-2-30-3,d-2-30-3.jpg,1,2,3516,32.2,50.752
147,d-2-30-4,d-2-30-4.jpg,1,2,3516,32.2,50.752
148,d-2-31-1,d-2-31-1.jpg,1,2,3402,32,49.8168
149,d-2-31-2,d-2-31-2.jpg,1,2,3402,32,49.8168
150,d-2-31-3,d-2-31-3.jpg,1,2,3402,32,49.8168
151,d-2-31-4,d-2-31-4.jpg,1,2,3402,32,49.8168
152,d-2-32-1,d-2-32-1.jpg,1,2,3294,32,40.4542
153,d-2-32-2,d-2-32-2.jpg,1,2,3294,32,40.4542
154,d-2-32-3,d-2-32-3.jpg,1,2,3294,32,40.4542
155,d-2-32-4,d-2-32-4.jpg,1,2,3294,32,40.4542
156,d-2-33-1,d-2-33-1.jpg,1,2,2992,31.9,39.9832
157,d-2-33-2,d-2-33-2.jpg,1,2,2992,31.9,39.9832
158,d-2-33-3,d-2-33-3.jpg,1,2,2992,31.9,39.9832
159,d-2-33-4,d-2-33-4.jpg,1,2,2992,31.9,39.9832
160,d-2-34-1,d-2-34-1.jpg,1,2,2775,31.9,40.4494
161,d-2-34-2,d-2-34-2.jpg,1,2,2775,31.9,40.4494
162,d-2-34-3,d-2-34-3.jpg,1,2,2775,31.9,40.4494
163,d-2-34-4,d-2-34-4.jpg,1,2,2775,31.9,40.4494
164,d-2-35-1,d-2-35-1.jpg,1,2,3414,31.9,50.715
165,d-2-35-2,d-2-35-2.jpg,1,2,3414,31.9,50.715
166,d-2-35-3,d-2-35-3.jpg,1,2,3414,31.9,50.715
167,d-2-35-4,d-2-35-4.jpg,1,2,3414,31.9,50.715
168,d-3-3-1,d-3-3-1.jpg,1,3,2460,25.3,21.5004
169,d-3-3-2,d-3-3-2.jpg,1,3,2460,25.3,21.5004
170,d-3-3-3,d-3-3-3.jpg,1,3,2460,25.3,21.5004
171,d-3-3-4,d-3-3-4.jpg,1,3,2460,25.3,21.5004
172,d-3-4-1,d-3-4-1.jpg,1,3,2423,25.3,21.5372
173,d-3-4-2,d-3-4-2.jpg,1,3,2423,25.3,21.5372
174,d-3-4-3,d-3-4-3.jpg,1,3,2423,25.3,21.5372
175,d-3-4-4,d-3-4-4.jpg,1,3,2423,25.3,21.5372
176,d-3-5-1,d-3-5-1.jpg,1,3,2323,25.4,21.5096
177,d-3-5-2,d-3-5-2.jpg,1,3,2323,25.4,21.5096
178,d-3-5-3,d-3-5-3.jpg,1,3,2323,25.4,21.5096
179,d-3-5-4,d-3-5-4.jpg,1,3,2323,25.4,21.5096
180,d-3-6-1,d-3-6-1.jpg,1,3,2268,25.4,21.1757
181,d-3-6-2,d-3-6-2.jpg,1,3,2268,25.4,21.1757
182,d-3-6-3,d-3-6-3.jpg,1,3,2268,25.4,21.1757
183,d-3-6-4,d-3-6-4.jpg,1,3,2268,25.4,21.1757
184,d-3-7-1,d-3-7-1.jpg,1,3,2144,25.4,21.1575
185,d-3-7-2,d-3-7-2.jpg,1,3,2144,25.4,21.1575
186,d-3-7-3,d-3-7-3.jpg,1,3,2144,25.4,21.1575
187,d-3-7-4,d-3-7-4.jpg,1,3,2144,25.4,21.1575
188,d-3-9-1,d-3-9-1.jpg,1,3,2128,25.2,21.3808
189,d-3-9-2,d-3-9-2.jpg,1,3,2128,25.2,21.3808
190,d-3-9-3,d-3-9-3.jpg,1,3,2128,25.2,21.3808
191,d-3-9-4,d-3-9-4.jpg,1,3,2128,25.2,21.3808
192,d-3-11-1,d-3-11-1.jpg,1,3,1640,24.8,18.5202
193,d-3-11-2,d-3-11-2.jpg,1,3,1640,24.8,18.5202
194,d-3-11-3,d-3-11-3.jpg,1,3,1640,24.8,18.5202
195,d-3-11-4,d-3-11-4.jpg,1,3,1640,24.8,18.5202
196,d-3-12-1,d-3-12-1.jpg,1,3,1631,24.8,18.4551
197,d-3-12-2,d-3-12-2.jpg,1,3,1631,24.8,18.4551
198,d-3-12-3,d-3-12-3.jpg,1,3,1631,24.8,18.4551
199,d-3-12-4,d-3-12-4.jpg,1,3,1631,24.8,18.4551
200,d-3-16-1,d-3-16-1.jpg,1,3,1852,24.7,18.483
201,d-3-16-2,d-3-16-2.jpg,1,3,1852,24.7,18.483
202,d-3-16-3,d-3-16-3.jpg,1,3,1852,24.7,18.483
203,d-3-16-4,d-3-16-4.jpg,1,3,1852,24.7,18.483
204,d-3-20-1,d-3-20-1.jpg,1,3,1422,24.5,16.39
205,d-3-20-2,d-3-20-2.jpg,1,3,1422,24.5,16.39
206,d-3-20-3,d-3-20-3.jpg,1,3,1422,24.5,16.39
207,d-3-20-4,d-3-20-4.jpg,1,3,1422,24.5,16.39
208,d-3-21-1,d-3-21-1.jpg,1,3,1350,24.5,16.3714
209,d-3-21-2,d-3-21-2.jpg,1,3,1350,24.5,16.3714
210,d-3-21-3,d-3-21-3.jpg,1,3,1350,24.5,16.3714
211,d-3-21-4,d-3-21-4.jpg,1,3,1350,24.5,16.3714
212,d-3-26-1,d-3-26-1.jpg,1,3,1166,24.4,14.3063
213,d-3-26-2,d-3-26-2.jpg,1,3,1166,24.4,14.3063
214,d-3-26-3,d-3-26-3.jpg,1,3,1166,24.4,14.3063
215,d-3-26-4,d-3-26-4.jpg,1,3,1166,24.4,14.3063
216,d-3-27-1,d-3-27-1.jpg,1,3,1082,24.5,13.204
217,d-3-27-2,d-3-27-2.jpg,1,3,1082,24.5,13.204
218,d-3-27-3,d-3-27-3.jpg,1,3,1082,24.5,13.204
219,d-3-27-4,d-3-27-4.jpg,1,3,1082,24.5,13.204
220,d-3-28-1,d-3-28-1.jpg,1,3,710,26.5,9.3375
221,d-3-28-2,d-3-28-2.jpg,1,3,710,26.5,9.3375
222,d-3-28-3,d-3-28-3.jpg,1,3,710,26.5,9.3375
223,d-3-28-4,d-3-28-4.jpg,1,3,710,26.5,9.3375
224,d-3-29-1,d-3-29-1.jpg,1,3,707,24.5,10.9208
225,d-3-29-2,d-3-29-2.jpg,1,3,707,24.5,10.9208
226,d-3-29-3,d-3-29-3.jpg,1,3,707,24.5,10.9208
227,d-3-29-4,d-3-29-4.jpg,1,3,707,24.5,10.9208
228,d-3-30-1,d-3-30-1.jpg,1,3,660,24.5,9.9024
229,d-3-30-2,d-3-30-2.jpg,1,3,660,24.5,9.9024
230,d-3-30-3,d-3-30-3.jpg,1,3,660,24.5,9.9024
231,d-3-30-4,d-3-30-4.jpg,1,3,660,24.5,9.9024
232,d-3-31-1,d-3-31-1.jpg,1,3,629,24.5,9.884
233,d-3-31-2,d-3-31-2.jpg,1,3,629,24.5,9.884
234,d-3-31-3,d-3-31-3.jpg,1,3,629,24.5,9.884
235,d-3-31-4,d-3-31-4.jpg,1,3,629,24.5,9.884
236,d-3-32-1,d-3-32-1.jpg,1,3,994,24.5,12.7644
237,d-3-32-2,d-3-32-2.jpg,1,3,994,24.5,12.7644
238,d-3-32-3,d-3-32-3.jpg,1,3,994,24.5,12.7644
239,d-3-32-4,d-3-32-4.jpg,1,3,994,24.5,12.7644
240,d-3-33-1,d-3-33-1.jpg,1,3,1087,25.5,13.6615
241,d-3-33-2,d-3-33-2.jpg,1,3,1087,25.5,13.6615
242,d-3-33-3,d-3-33-3.jpg,1,3,1087,25.5,13.6615
243,d-3-33-4,d-3-33-4.jpg,1,3,1087,25.5,13.6615
244,d-3-34-1,d-3-34-1.jpg,1,3,984,24.5,12.646
245,d-3-34-2,d-3-34-2.jpg,1,3,984,24.5,12.646
246,d-3-34-3,d-3-34-3.jpg,1,3,984,24.5,12.646
247,d-3-34-4,d-3-34-4.jpg,1,3,984,24.5,12.646
248,d-3-35-1,d-3-35-1.jpg,1,3,1572,24.5,18.2492
249,d-3-35-2,d-3-35-2.jpg,1,3,1572,24.5,18.2492
250,d-3-35-3,d-3-35-3.jpg,1,3,1572,24.5,18.2492
251,d-3-35-4,d-3-35-4.jpg,1,3,1572,24.5,18.2492
252,c-2-3-1,c-2-3-1.jpg,0,2,4215,27.7,91.4751
253,c-2-3-2,c-2-3-2.jpg,0,2,4215,27.7,91.4751
254,c-2-3-3,c-2-3-3.jpg,0,2,4215,27.7,91.4751
255,c-2-3-4,c-2-3-4.jpg,0,2,4215,27.7,91.4751
256,c-2-4-1,c-2-4-1.jpg,0,2,4050,27.6,73.3148
257,c-2-4-2,c-2-4-2.jpg,0,2,4050,27.6,73.3148
258,c-2-4-3,c-2-4-3.jpg,0,2,4050,27.6,73.3148
259,c-2-4-4,c-2-4-4.jpg,0,2,4050,27.6,73.3148
260,c-2-5-1,c-2-5-1.jpg,0,2,4120,27.7,82.8504
261,c-2-5-2,c-2-5-2.jpg,0,2,4120,27.7,82.8504
262,c-2-5-3,c-2-5-3.jpg,0,2,4120,27.7,82.8504
263,c-2-5-4,c-2-5-4.jpg,0,2,4120,27.7,82.8504
264,c-2-6-1,c-2-6-1.jpg,0,2,3947,28.2,74.7684
265,c-2-6-2,c-2-6-2.jpg,0,2,3947,28.2,74.7684
266,c-2-6-3,c-2-6-3.jpg,0,2,3947,28.2,74.7684
267,c-2-6-4,c-2-6-4.jpg,0,2,3947,28.2,74.7684
268,c-2-7-1,c-2-7-1.jpg,0,2,3969,28.5,80.2314
269,c-2-7-2,c-2-7-2.jpg,0,2,3969,28.5,80.2314
270,c-2-7-3,c-2-7-3.jpg,0,2,3969,28.5,80.2314
271,c-2-7-4,c-2-7-4.jpg,0,2,3969,28.5,80.2314
272,c-2-9-1,c-2-9-1.jpg,0,2,3842,30.1,74.04
273,c-2-9-2,c-2-9-2.jpg,0,2,3842,30.1,74.04
274,c-2-9-3,c-2-9-3.jpg,0,2,3842,30.1,74.04
275,c-2-9-4,c-2-9-4.jpg,0,2,3842,30.1,74.04
276,c-2-11-1,c-2-11-1.jpg,0,2,3911,30,73.656
277,c-2-11-2,c-2-11-2.jpg,0,2,3911,30,73.656
278,c-2-11-3,c-2-11-3.jpg,0,2,3911,30,73.656
279,c-2-11-4,c-2-11-4.jpg,0,2,3911,30,73.656
280,c-2-12-1,c-2-12-1.jpg,0,2,4077,30,81.279
281,c-2-12-2,c-2-12-2.jpg,0,2,4077,30,81.279
282,c-2-12-3,c-2-12-3.jpg,0,2,4077,30,81.279
283,c-2-12-4,c-2-12-4.jpg,0,2,4077,30,81.279
284,c-2-16-1,c-2-16-1.jpg,0,2,4486,31,86.652
285,c-2-16-2,c-2-16-2.jpg,0,2,4486,31,86.652
286,c-2-16-3,c-2-16-3.jpg,0,2,4486,31,86.652
287,c-2-16-4,c-2-16-4.jpg,0,2,4486,31,86.652
288,c-2-20-1,c-2-20-1.jpg,0,2,4049,30.2,85.995
289,c-2-20-2,c-2-20-2.jpg,0,2,4049,30.2,85.995
290,c-2-20-3,c-2-20-3.jpg,0,2,4049,30.2,85.995
291,c-2-20-4,c-2-20-4.jpg,0,2,4049,30.2,85.995
292,c-2-21-1,c-2-21-1.jpg,0,2,4240,30,87.5268
293,c-2-21-2,c-2-21-2.jpg,0,2,4240,30,87.5268
294,c-2-21-3,c-2-21-3.jpg,0,2,4240,30,87.5268
295,c-2-21-4,c-2-21-4.jpg,0,2,4240,30,87.5268
296,c-2-26-1,c-2-26-1.jpg,0,2,4480,30.6,79.8969
297,c-2-26-2,c-2-26-2.jpg,0,2,4480,30.6,79.8969
298,c-2-26-3,c-2-26-3.jpg,0,2,4480,30.6,79.8969
299,c-2-26-4,c-2-26-4.jpg,0,2,4480,30.6,79.8969
300,c-2-27-1,c-2-27-1.jpg,0,2,4013,30.3,75.3685
301,c-2-27-2,c-2-27-2.jpg,0,2,4013,30.3,75.3685
302,c-2-27-3,c-2-27-3.jpg,0,2,4013,30.3,75.3685
303,c-2-27-4,c-2-27-4.jpg,0,2,4013,30.3,75.3685
304,c-2-28-1,c-2-28-1.jpg,0,2,4239,30.5,82.265
305,c-2-28-2,c-2-28-2.jpg,0,2,4239,30.5,82.265
306,c-2-28-3,c-2-28-3.jpg,0,2,4239,30.5,82.265
307,c-2-28-4,c-2-28-4.jpg,0,2,4239,30.5,82.265
308,c-2-29-1,c-2-29-1.jpg,0,2,4377,30.8,84.6558
309,c-2-29-2,c-2-29-2.jpg,0,2,4377,30.8,84.6558
310,c-2-29-3,c-2-29-3.jpg,0,2,4377,30.8,84.6558
311,c-2-29-4,c-2-29-4.jpg,0,2,4377,30.8,84.6558
312,c-2-30-1,c-2-30-1.jpg,0,2,4409,31.1,94.848
313,c-2-30-2,c-2-30-2.jpg,0,2,4409,31.1,94.848
314,c-2-30-3,c-2-30-3.jpg,0,2,4409,31.1,94.848
315,c-2-30-4,c-2-30-4.jpg,0,2,4409,31.1,94.848
316,c-2-31-1,c-2-31-1.jpg,0,2,4411,31.2,90.7537
317,c-2-31-2,c-2-31-2.jpg,0,2,4411,31.2,90.7537
318,c-2-31-3,c-2-31-3.jpg,0,2,4411,31.2,90.7537
319,c-2-31-4,c-2-31-4.jpg,0,2,4411,31.2,90.7537
320,c-2-32-1,c-2-32-1.jpg,0,2,4321,31.6,81.42
321,c-2-32-2,c-2-32-2.jpg,0,2,4321,31.6,81.42
322,c-2-32-3,c-2-32-3.jpg,0,2,4321,31.6,81.42
323,c-2-32-4,c-2-32-4.jpg,0,2,4321,31.6,81.42
324,c-2-33-1,c-2-33-1.jpg,0,2,4389,31.6,83.6546
325,c-2-33-2,c-2-33-2.jpg,0,2,4389,31.6,83.6546
326,c-2-33-3,c-2-33-3.jpg,0,2,4389,31.6,83.6546
327,c-2-33-4,c-2-33-4.jpg,0,2,4389,31.6,83.6546
328,c-2-34-1,c-2-34-1.jpg,0,2,4355,31.8,85.9908
329,c-2-34-2,c-2-34-2.jpg,0,2,4355,31.8,85.9908
330,c-2-34-3,c-2-34-3.jpg,0,2,4355,31.8,85.9908
331,c-2-34-4,c-2-34-4.jpg,0,2,4355,31.8,85.9908
332,c-2-35-1,c-2-35-1.jpg,0,2,4131,30.1,74.951
333,c-2-35-2,c-2-35-2.jpg,0,2,4131,30.1,74.951
334,c-2-35-3,c-2-35-3.jpg,0,2,4131,30.1,74.951
335,c-2-35-4,c-2-35-4.jpg,0,2,4131,30.1,74.951
336,c-3-3-1,c-3-3-1.jpg,0,3,2400,30.7,52.668
337,c-3-3-2,c-3-3-2.jpg,0,3,2400,30.7,52.668
338,c-3-3-3,c-3-3-3.jpg,0,3,2400,30.7,52.668
339,c-3-3-4,c-3-3-4.jpg,0,3,2400,30.7,52.668
340,c-3-4-1,c-3-4-1.jpg,0,3,2390,31.4,50.5938
341,c-3-4-2,c-3-4-2.jpg,0,3,2390,31.4,50.5938
342,c-3-4-3,c-3-4-3.jpg,0,3,2390,31.4,50.5938
343,c-3-4-4,c-3-4-4.jpg,0,3,2390,31.4,50.5938
344,c-3-5-1,c-3-5-1.jpg,0,3,2390,31.4,49.6822
345,c-3-5-2,c-3-5-2.jpg,0,3,2390,31.4,49.6822
346,c-3-5-3,c-3-5-3.jpg,0,3,2390,31.4,49.6822
347,c-3-5-4,c-3-5-4.jpg,0,3,2390,31.4,49.6822
348,c-3-6-1,c-3-6-1.jpg,0,3,2400,32,48.8033
349,c-3-6-2,c-3-6-2.jpg,0,3,2400,32,48.8033
350,c-3-6-3,c-3-6-3.jpg,0,3,2400,32,48.8033
351,c-3-6-4,c-3-6-4.jpg,0,3,2400,32,48.8033
352,c-3-7-1,c-3-7-1.jpg,0,3,2308,31.8,46.599
353,c-3-7-2,c-3-7-2.jpg,0,3,2308,31.8,46.599
354,c-3-7-3,c-3-7-3.jpg,0,3,2308,31.8,46.599
355,c-3-7-4,c-3-7-4.jpg,0,3,2308,31.8,46.599
356,c-3-9-1,c-3-9-1.jpg,0,3,2180,31,43.2852
357,c-3-9-2,c-3-9-2.jpg,0,3,2180,31,43.2852
358,c-3-9-3,c-3-9-3.jpg,0,3,2180,31,43.2852
359,c-3-9-4,c-3-9-4.jpg,0,3,2180,31,43.2852
360,c-3-11-1,c-3-11-1.jpg,0,3,1410,28,34.52
361,c-3-11-2,c-3-11-2.jpg,0,3,1410,28,34.52
362,c-3-11-3,c-3-11-3.jpg,0,3,1410,28,34.52
363,c-3-11-4,c-3-11-4.jpg,0,3,1410,28,34.52
364,c-3-12-1,c-3-12-1.jpg,0,3,1470,28,34.6266
365,c-3-12-2,c-3-12-2.jpg,0,3,1470,28,34.6266
366,c-3-12-3,c-3-12-3.jpg,0,3,1470,28,34.6266
367,c-3-12-4,c-3-12-4.jpg,0,3,1470,28,34.6266
368,c-3-16-1,c-3-16-1.jpg,0,3,1474,26,33.45
369,c-3-16-2,c-3-16-2.jpg,0,3,1474,26,33.45
370,c-3-16-3,c-3-16-3.jpg,0,3,1474,26,33.45
371,c-3-16-4,c-3-16-4.jpg,0,3,1474,26,33.45
372,c-3-20-1,c-3-20-1.jpg,0,3,1288,28,30.416
373,c-3-20-2,c-3-20-2.jpg,0,3,1288,28,30.416
